SDG,SDG_Name,Country,Division,DivisionCode,Zila,ZilaCode,Estimate,Unit,Indicator,Source,Year,Definition,Note
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,6,Metric ton,Wheat (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of wheat production. Wheat is planted in November to December and harvested March to mid-April. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,0,Metric ton,Boro Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro local rice production. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,0,Metric ton,Aman Rice (Broadcast) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local broadcast aman rice production. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,53617,Metric ton,Potato (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local potato production. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,426730,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,0,Bales,Jute (Total) Production (Bales),Agricultural Yearbook 2017,2017,Estimate of jute production.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,84071,Metric ton,Aus Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of total aus production (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,49159,Metric ton,Aman Rice (LT) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aman local transplant rice production. Aman local transplant is planted end June to early September and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,6,Hectares,Wheat (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under wheat. Wheat is planted in November to December and harvested March to mid-April.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,0,Hectares,Aman Rice (Broadcast) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local broadcast aman rice. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Chittagong,15,4584,Hectares,Potato (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under potato (local + high-yielding variety). Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,61478,Hectares,Aus Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus high-yielding variety rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,574371,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,156242,Hectares,Boro Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of land area under boro rice (local + high-yielding variety + hybrid). Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,1713,Hectares,Wheat (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under wheat. Wheat is planted in November to December and harvested March to mid-April.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,144604,Metric ton,Aus Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus high-yielding variety rice production. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,13254,Hectares,Potato (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under potato (local + high-yielding variety). Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,148178,Metric ton,Aus Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of total aus production (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,8586,Hectares,Aman Rice (LT) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aman local transplant rice. Aman local transplant is planted end June to early September and harvested December to early January.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,13345,Metric ton,Aman Rice (LT) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aman local transplant rice production. Aman local transplant is planted end June to early September and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,240832,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,65,Metric ton,Boro Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro local rice production. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,431,Hectares,Jute (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under jute. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,78550,Metric ton,Boro Rice (Hybrid) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of hybrid boro rice production. . Boro hybrid rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,288796,Metric ton,Aman Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total aman production (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,3574,Metric ton,Aus Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus local rice production. Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,34619,Metric ton,Aman Rice (Broadcast) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local broadcast aman rice production. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,2484,Hectares,Aus Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus local rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,4043,Bales,Jute (Total) Production (Bales),Agricultural Yearbook 2017,2017,Estimate of jute production.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,40,Hectares,Boro Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro local rice. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,137354,Hectares,Boro Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro high-yielding variety. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,28826,Hectares,Aman Rice (Broadcast) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local broadcast aman rice. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,85,Hectares,Potato (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local potato. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,3879,Metric ton,Wheat (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of wheat production. Wheat is planted in November to December and harvested March to mid-April. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,97642,Hectares,Aman Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety transplant aman rice. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,13169,Hectares,Potato (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety potato. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,495756,Metric ton,Boro Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro high-yielding variety rice production. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,776,Metric ton,Potato (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local potato production. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,18849,Hectares,Boro Rice (Hybrid) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under hybrid boro rice. Boro hybrid rice is is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,244164,Metric ton,Potato (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety potato production. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,244940,Metric ton,Potato (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of potato production (high-yielding variety + local). Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,135054,Hectares,Aman Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of total land area under aman rice (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Comilla,19,63962,Hectares,Aus Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus rice (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,9009,Metric ton,Potato (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of potato production (high-yielding variety + local). Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,1323,Metric ton,Potato (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety potato production. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,892,Hectares,Potato (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under potato (local + high-yielding variety). Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,2886,Metric ton,Aus Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of total aus production (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,175609,Metric ton,Boro Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro high-yielding variety rice production. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,76497,Hectares,Aman Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of total land area under aman rice (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,8973,Metric ton,Aman Rice (LT) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aman local transplant rice production. Aman local transplant is planted end June to early September and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,0,Hectares,Wheat (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under wheat. Wheat is planted in November to December and harvested March to mid-April.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,105,Hectares,Potato (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety potato. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,0,Metric ton,Wheat (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of wheat production. Wheat is planted in November to December and harvested March to mid-April. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,108,Hectares,Boro Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro local rice. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,46042,Hectares,Boro Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro high-yielding variety. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,4813,Hectares,Boro Rice (Hybrid) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under hybrid boro rice. Boro hybrid rice is is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,242,Metric ton,Boro Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro local rice production. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,788,Hectares,Potato (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local potato. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,81,Hectares,Aus Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus local rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,7687,Metric ton,Potato (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local potato production. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,197967,Metric ton,Aman Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total aman production (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,22352,Metric ton,Boro Rice (Hybrid) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of hybrid boro rice production. . Boro hybrid rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,50962,Hectares,Boro Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of land area under boro rice (local + high-yielding variety + hybrid). Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,4956,Hectares,Aman Rice (LT) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aman local transplant rice. Aman local transplant is planted end June to early September and harvested December to early January.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,188994,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,0,Hectares,Aman Rice (Broadcast) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local broadcast aman rice. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,198203,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,124,Metric ton,Aus Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus local rice production. Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,0,Hectares,Jute (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under jute. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,2762,Metric ton,Aus Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus high-yielding variety rice production. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,0,Metric ton,Aman Rice (Broadcast) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local broadcast aman rice production. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,0,Bales,Jute (Total) Production (Bales),Agricultural Yearbook 2017,2017,Estimate of jute production.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,1206,Hectares,Aus Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus rice (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,71541,Hectares,Aman Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety transplant aman rice. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Cox's Bazar,22,1125,Hectares,Aus Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus high-yielding variety rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,27378,Hectares,Boro Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro high-yielding variety. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,7524,Hectares,Aus Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus rice (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,2176,Hectares,Aus Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus local rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,12438,Metric ton,Aman Rice (LT) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aman local transplant rice production. Aman local transplant is planted end June to early September and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,164444,Metric ton,Aman Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety transplant aman rice production. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,240,Hectares,Potato (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety potato. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,2878,Metric ton,Aus Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus local rice production. Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,14768,Metric ton,Aus Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of total aus production (local + high-yielding variety). Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,29719,Hectares,Boro Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of land area under boro rice (local + high-yielding variety + hybrid). Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,110208,Metric ton,Boro Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total boro rice production (local + high-yielding variety + hybrid).  Depending on the variety, boro rice is planted in the winter and harvested in the spring. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Metric ton,Aman Rice (Broadcast) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local broadcast aman rice production. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,16,Hectares,Wheat (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under wheat. Wheat is planted in November to December and harvested March to mid-April.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Hectares,Jute (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under jute. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Metric ton,Potato (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of local potato production. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Hectares,Aman Rice (Broadcast) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local broadcast aman rice. Local broadcast aman rice is sown mid-March to mid-April and harvested mid-November to mid-December. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,98616,Metric ton,Boro Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro high-yielding variety rice production. Boro high-yielding variety rice is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Bales,Jute (Total) Production (Bales),Agricultural Yearbook 2017,2017,Estimate of jute production.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,3023,Metric ton,Potato (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of potato production (high-yielding variety + local). Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Hectares,Boro Rice (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under boro local rice. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,59072,Hectares,Aman Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under high-yielding variety transplant aman rice. High-yielding variety transplant aman rice is sown late June to mid-August and harvested December to early January. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,3023,Metric ton,Potato (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of high-yielding variety potato production. Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,6880,Hectares,Aman Rice (LT) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aman local transplant rice. Aman local transplant is planted end June to early September and harvested December to early January.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Metric ton,Boro Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of boro local rice production. Boro local rice is planted mid-November to mid-January and harvested April to May. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,30,Metric ton,Wheat (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of wheat production. Wheat is planted in November to December and harvested March to mid-April. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,65952,Hectares,Aman Rice (Total) Area (Hectares),Agricultural Yearbook 2017,2017,"Estimate of total land area under aman rice (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,5349,Hectares,Aus Rice (HYV) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under aus high-yielding variety rice. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,176883,Metric ton,Aman Rice (Total) Production (Metric ton),Agricultural Yearbook 2017,2017,"Estimate of total aman production (broadcast + high-yielding variety + local transplant). Depending on the variety, aman rice is planted in the spring or summer and harvested in the winter. ",SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,2340,Hectares,Boro Rice (Hybrid) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under hybrid boro rice. Boro hybrid rice is is planted December to mid-February and harvested in mid-April to June. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,11890,Metric ton,Aus Rice (HYV) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus high-yielding variety rice production. Aus rice is planted mid-March to mid-April and harvested July to August.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,240,Hectares,Potato (Total) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under potato (local + high-yielding variety). Potato is planted mid-September to November and harvested mid-January to March.,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,11592,Metric ton,Boro Rice (Hybrid) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of hybrid boro rice production. . Boro hybrid rice is planted December to mid-February and harvested in mid-April to June.  ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Feni,30,0,Hectares,Potato (Local) Area (Hectares),Agricultural Yearbook 2017,2017,Estimate of land area under local potato. Potato is planted mid-September to November and harvested mid-January to March. ,SDG 2 Related
2,No Hunger,Bangladesh,Chittagong,20,Khagrachhari,46,1631,Metric ton,Aus Rice (Local) Production (Metric ton),Agricultural Yearbook 2017,2017,Estimate of aus local rice production. Aus rice is planted mid-March to mid-April and harvested July to August. ,SDG 2 Related
